Sending cluster,Ligand symbol,Receptor symbol,Target cluster,Ligand-expressing cells,Ligand detection rate,Ligand average expression value,Ligand total expression value,Ligand derived specificity of average expression value,Ligand derived specificity of total expression value,Receptor-expressing cells,Receptor detection rate,Receptor average expression value,Receptor total expression value,Receptor derived specificity of average expression value,Receptor derived specificity of total expression value,Edge average expression weight,Edge average expression derived specificity,Edge total expression weight,Edge total expression derived specificity
Endothelial Cells,Dll4,Notch2,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,5,1.0,1.1443109,5.7215545,0.7219375551939231,0.8122838032805504,0.4750996911366899,0.7219375551939231,4.750996911366899,0.8122838032805504
Endothelial Cells,Dll4,Notch2,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.2780624448060769,0.1877161967194496,0.1829900393651,0.2780624448060769,1.0979402361906,0.1877161967194496
Endothelial Cells,Dll4,Notch1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,1,0.2,0.11764274,0.5882137,0.2106831365162572,0.3078932796188451,0.04884339512843399,0.2106831365162572,0.4884339512843399,0.3078932796188451
Endothelial Cells,Dll4,Notch1,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.7893168634837427,0.6921067203811548,0.1829900393651,0.7893168634837427,1.0979402361906,0.6921067203811548
Cancer Cell,Rgma,Neo1,Cancer Cell,1,0.2,0.17796638,0.8898318999999999,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.021392591081004,1.0,0.5348147770250999,1.0
Neutrophils,Osm,Lifr,Cancer Cell,3,1.0,2.576048333333333,7.728145,1.0,1.0,2,0.4,0.2896806200000001,1.4484031,1.0,1.0,0.7462312783499668,1.0,11.1934691752495,1.0
Neutrophils,Osm,Osmr,Cancer Cell,3,1.0,2.576048333333333,7.728145,1.0,1.0,2,0.4,0.25151954,1.2575977,0.3772583872498431,0.6023075855788642,0.6479264918177666,0.3772583872498431,9.718897377266499,0.6023075855788642
Neutrophils,Osm,Osmr,Endothelial Cells,3,1.0,2.576048333333333,7.728145,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.6227416127501568,0.397692414421136,1.0695343088315,0.6227416127501568,6.417205852988999,0.397692414421136
Cancer Cell,Rtn4,S1pr2,Cancer Cell,5,1.0,1.42700958,7.1350479,0.5731989829276942,0.6912011191977385,1,0.2,0.1202058,0.601029,1.0,1.0,0.171534828171564,0.5731989829276942,4.2883707042891,0.6912011191977385
Neutrophils,Rtn4,S1pr2,Cancer Cell,2,0.6666666666666666,1.062544,3.187632000000001,0.4268010170723059,0.3087988808022615,1,0.2,0.1202058,0.601029,1.0,1.0,0.1277239515552,0.4268010170723059,1.915859273328,0.3087988808022615
Neutrophils,Pdcd1lg2,Rgmb,Cancer Cell,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,2,0.4,0.22334192,1.1167096,1.0,1.0,0.09843668563578668,1.0,1.4765502845368,1.0
Cancer Cell,Il1rn,Il1r2,Cancer Cell,2,0.4,0.4609087000000001,2.3045435,0.2668332321462615,0.3775585993225372,1,0.2,0.1694748116240716,0.8473740581203578,0.09038796240123957,0.1420847688396228,0.07811241510839573,0.02411851215463751,1.952810377709893,0.05364532630815448
Cancer Cell,Il1rn,Il1r2,Neutrophils,2,0.4,0.4609087000000001,2.3045435,0.2668332321462615,0.3775585993225372,2,0.6666666666666666,1.70549622568905,5.116488677067149,0.9096120375987604,0.8579152311603772,0.7860780482372467,0.242714719991624,11.7911707235587,0.3239132730143827
Neutrophils,Il1rn,Il1r2,Cancer Cell,1,0.3333333333333333,1.26642,3.79926,0.7331667678537385,0.6224414006774628,1,0.2,0.1694748116240716,0.8473740581203578,0.09038796240123957,0.1420847688396228,0.2146262909369567,0.06626945024660205,3.219394364054351,0.08843944253146836
Neutrophils,Il1rn,Il1r2,Neutrophils,1,0.3333333333333333,1.26642,3.79926,0.7331667678537385,0.6224414006774628,2,0.6666666666666666,1.70549622568905,5.116488677067149,0.9096120375987604,0.8579152311603772,2.159874530137126,0.6668973176071364,19.43887077123414,0.5340019581459944
Cancer Cell,Mmrn2,Cd93,Endothelial Cells,1,0.2,0.10569918,0.5284959,0.09072499428951684,0.1996435023128794,2,1.0,1.649669,3.299338,1.0,1.0,0.17436866057142,0.09072499428951684,1.7436866057142,0.1996435023128794
Endothelial Cells,Mmrn2,Cd93,Endothelial Cells,2,1.0,1.0593511,2.1187022,0.9092750057104831,0.8003564976871207,2,1.0,1.649669,3.299338,1.0,1.0,1.7475786697859,0.9092750057104831,6.990314679143599,0.8003564976871207
Cancer Cell,Mmrn2,Cd248,Cancer Cell,1,0.2,0.10569918,0.5284959,0.09072499428951684,0.1996435023128794,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,0.0077745086984088,0.09072499428951684,0.19436271746022,0.1996435023128794
Endothelial Cells,Mmrn2,Cd248,Cancer Cell,2,1.0,1.0593511,2.1187022,0.9092750057104831,0.8003564976871207,1,0.2,0.07355315999999999,0.3677658,1.0,1.0,0.07791862095447599,0.9092750057104831,0.7791862095447599,0.8003564976871207
Cancer Cell,Mmrn2,Clec14a,Endothelial Cells,1,0.2,0.10569918,0.5284959,0.09072499428951684,0.1996435023128794,1,0.5,0.7928275,1.585655,1.0,1.0,0.08380121663145,0.09072499428951684,0.8380121663145,0.1996435023128794
Endothelial Cells,Mmrn2,Clec14a,Endothelial Cells,2,1.0,1.0593511,2.1187022,0.9092750057104831,0.8003564976871207,1,0.5,0.7928275,1.585655,1.0,1.0,0.83988268423525,0.9092750057104831,3.359530736941,0.8003564976871207
Endothelial Cells,Pdgfd,Pdgfrb,Cancer Cell,1,0.5,0.644167,1.288334,1.0,1.0,1,0.2,0.1202058,0.601029,0.2142896362029566,0.3125050045183652,0.0774326095686,0.2142896362029566,0.7743260956860001,0.3125050045183652
Endothelial Cells,Pdgfd,Pdgfrb,Neutrophils,1,0.5,0.644167,1.288334,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.7857103637970434,0.6874949954816348,0.2839129549703334,0.7857103637970434,1.703477729822,0.6874949954816348
Cancer Cell,Rspo3,Lrp6,Cancer Cell,2,0.4,0.3908278,1.954139,1.0,1.0,2,0.4,0.3474412,1.737206,0.4555857247327095,0.676594273302793,0.13578967982536,0.4555857247327095,3.394741995634,0.676594273302793
Cancer Cell,Rspo3,Lrp6,Endothelial Cells,2,0.4,0.3908278,1.954139,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.5444142752672905,0.323405726697207,0.16226548839798,0.5444142752672905,1.6226548839798,0.323405726697207
Cancer Cell,Rspo3,Sdc4,Cancer Cell,2,0.4,0.3908278,1.954139,1.0,1.0,5,1.0,1.979405,9.897025,0.826615722922985,0.922593664227764,0.7736065014589999,0.826615722922985,19.340162536475,0.922593664227764
Cancer Cell,Rspo3,Sdc4,Endothelial Cells,2,0.4,0.3908278,1.954139,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.173384277077015,0.07740633577223588,0.16226548839798,0.173384277077015,1.6226548839798,0.07740633577223588
Cancer Cell,Il34,Ptprz1,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.012705654491244,1.0,0.3176413622811,1.0
Cancer Cell,Il34,Csf1r,Neutrophils,1,0.2,0.10569918,0.5284959,1.0,1.0,1,0.3333333333333333,0.6217996666666669,1.865399,1.0,1.0,0.06572371489094002,1.0,0.9858557233641003,1.0
Neutrophils,Il23a,Il12rb1,Cancer Cell,1,0.3333333333333333,1.222974,3.668922,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.1470085680492,1.0,2.205128520738,1.0
Endothelial Cells,Sema6d,Tyrobp,Cancer Cell,1,0.5,0.7928275,1.585655,1.0,1.0,5,1.0,1.02766506,5.1383253,0.1645881933861316,0.2604644616638505,0.81476112035715,0.1645881933861316,8.1476112035715,0.2604644616638505
Endothelial Cells,Sema6d,Tyrobp,Endothelial Cells,1,0.5,0.7928275,1.585655,1.0,1.0,2,1.0,1.0593511,2.1187022,0.1696629480724111,0.107398149344304,0.83988268423525,0.1696629480724111,3.359530736941,0.107398149344304
Endothelial Cells,Sema6d,Tyrobp,Neutrophils,1,0.5,0.7928275,1.585655,1.0,1.0,3,1.0,4.156840333333333,12.470521,0.6657488585414574,0.6321373889918457,3.295657329375834,0.6657488585414574,19.773943976255,0.6321373889918457
Endothelial Cells,Sema6d,Trem2,Cancer Cell,1,0.5,0.7928275,1.585655,1.0,1.0,1,0.2,0.1202058,0.601029,1.0,1.0,0.0953024638995,1.0,0.9530246389950001,1.0
Endothelial Cells,Sema6d,Kdr,Endothelial Cells,1,0.5,0.7928275,1.585655,1.0,1.0,2,1.0,1.649669,3.299338,1.0,1.0,1.3079029490975,1.0,5.231611796389999,1.0
Endothelial Cells,Cthrc1,Fzd3,Cancer Cell,1,0.5,0.7928275,1.585655,1.0,1.0,2,0.4,0.22590498,1.1295249,1.0,1.0,0.17910368053095,1.0,1.7910368053095,1.0
Cancer Cell,Cxcl17,Gpr35,Neutrophils,1,0.2,0.16947482,0.8473741,1.0,1.0,1,0.3333333333333333,0.6217998197188533,1.86539945915656,1.0,1.0,0.1053794125228851,1.0,1.580691187843277,1.0
Neutrophils,Col5a2,Ddr1,Cancer Cell,1,0.3333333333333333,0.4407442343222034,1.32223270296661,1.0,1.0,2,0.4,0.2956091199999999,1.4780456,1.0,1.0,0.1302880152530603,1.0,1.954320228795905,1.0
Cancer Cell,Spp1,Cd44,Cancer Cell,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,3,0.6,0.51319096,2.5659548,0.3638429170291098,0.4880278720175903,0.605705639208464,0.1516948242279137,15.1426409802116,0.275915646595176
Cancer Cell,Spp1,Cd44,Neutrophils,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.3333333333333333,0.8972830000000002,2.691849,0.6361570829708902,0.5119721279824098,1.0590392571722,0.2652291204967739,15.885588857583,0.2894529776485456
Endothelial Cells,Spp1,Cd44,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,3,0.6,0.51319096,2.5659548,0.3638429170291098,0.4880278720175903,0.213068726855736,0.05336160170323632,2.13068726855736,0.03882347578367392
Endothelial Cells,Spp1,Cd44,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.3333333333333333,0.8972830000000002,2.691849,0.6361570829708902,0.5119721279824098,0.3725376348003,0.0932994962753923,2.2352258088018,0.04072828346968812
Neutrophils,Spp1,Cd44,Cancer Cell,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,3,0.6,0.51319096,2.5659548,0.3638429170291098,0.4880278720175903,0.6340221136593066,0.1587864910979598,9.5103317048896,0.1732887496387403
Neutrophils,Spp1,Cd44,Neutrophils,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.3333333333333333,0.8972830000000002,2.691849,0.6361570829708902,0.5119721279824098,1.108548880538667,0.2776284661987239,9.976939924848,0.1817908668641761
Cancer Cell,Spp1,Itgav,Cancer Cell,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.14187570826572,0.05134199232378817,3.546892706643001,0.1234018056820338
Cancer Cell,Spp1,Itgav,Endothelial Cells,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.49003074933294,0.1773323656192871,4.900307493329399,0.1704891698419546
Cancer Cell,Spp1,Itgav,Neutrophils,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.5201988128340668,0.1882495867816123,7.802982192511001,0.2714776487197332
Endothelial Cells,Spp1,Itgav,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.04990753688777999,0.01806054332424919,0.4990753688778,0.01736359308969263
Endothelial Cells,Spp1,Itgav,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.1723778368928099,0.062380104999837,0.6895113475712398,0.02398915117144182
Endothelial Cells,Spp1,Itgav,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.1829900393651,0.06622044965454241,1.0979402361906,0.03819901499222759
Neutrophils,Spp1,Itgav,Cancer Cell,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.1485083357472,0.0537422080718069,2.227625036208,0.07750247176513801
Neutrophils,Spp1,Itgav,Endothelial Cells,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.5129394731343999,0.1856225763674122,3.077636838806399,0.1070756785033143
Neutrophils,Spp1,Itgav,Neutrophils,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.5445178804462223,0.1970501728574646,4.900660924016,0.1705014662344641
Cancer Cell,Spp1,Itgb5,Cancer Cell,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,2,0.4,0.22334192,1.1167096,0.2642656846184621,0.3744697963045343,0.263604527280928,0.1101786916864994,6.590113182023201,0.2117134735575212
Cancer Cell,Spp1,Itgb5,Neutrophils,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.3333333333333333,0.6217996666666669,1.865399,0.7357343153815379,0.6255302036954657,0.7338936066955336,0.3067452530381882,11.008404100433,0.3536551506862004
Endothelial Cells,Spp1,Itgb5,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,2,0.4,0.22334192,1.1167096,0.2642656846184621,0.3744697963045343,0.092728014047472,0.03875749546421763,0.92728014047472,0.02978973108327383
Endothelial Cells,Spp1,Itgb5,Neutrophils,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.3333333333333333,0.6217996666666669,1.865399,0.7357343153815379,0.6255302036954657,0.2581613349853,0.107903602514411,1.5489680099118,0.04976202817008821
Neutrophils,Spp1,Itgb5,Cancer Cell,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,2,0.4,0.22334192,1.1167096,0.2642656846184621,0.3744697963045343,0.2759279239586134,0.115329497467745,4.1389188593792,0.1329665916637392
Neutrophils,Spp1,Itgb5,Neutrophils,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.3333333333333333,0.6217996666666669,1.865399,0.7357343153815379,0.6255302036954657,0.7682028127164447,0.3210854598289387,6.913825314448001,0.2221130248391771
Cancer Cell,Spp1,Itgb1,Cancer Cell,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,1.242916457915936,0.2378523189896624,31.0729114478984,0.4345153715642664
Cancer Cell,Spp1,Itgb1,Endothelial Cells,3,0.6,1.1802734,5.901367,0.4169239447246876,0.5653686242437216,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.9357532090385001,0.1790716257350251,9.357532090385002,0.1308532526794552
Endothelial Cells,Spp1,Itgb1,Cancer Cell,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.4372200127148639,0.08366917444096926,4.372200127148639,0.06113968966142099
Endothelial Cells,Spp1,Itgb1,Endothelial Cells,1,0.5,0.4151840999999999,0.8303681999999999,0.1466610979786286,0.07955175925336204,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.32916937204275,0.06299192353765935,1.316677488171,0.01841206959194105
Neutrophils,Spp1,Itgb1,Cancer Cell,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,1.301022260218027,0.2489718111617114,19.5153339032704,0.2728972654010439
Neutrophils,Spp1,Itgb1,Endothelial Cells,1,0.3333333333333333,1.235450666666667,3.706352,0.4364149572966837,0.3550796165029164,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.9794992634266667,0.1874431461349723,5.87699558056,0.08218235110187251
Cancer Cell,Col4a1,Cd93,Endothelial Cells,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,2,1.0,1.649669,3.299338,1.0,1.0,0.5320155470428399,0.1442691445882383,5.320155470428399,0.2965075299136706
Endothelial Cells,Col4a1,Cd93,Endothelial Cells,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,2,1.0,1.649669,3.299338,1.0,1.0,3.1556444065895,0.8557308554117617,12.622577626358,0.7034924700863294
Cancer Cell,Col4a1,Itgb8,Cancer Cell,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,2,0.4,0.23784854,1.1892427,1.0,1.0,0.07670576407839438,0.1442691445882383,1.91764410195986,0.2965075299136706
Endothelial Cells,Col4a1,Itgb8,Cancer Cell,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,2,0.4,0.23784854,1.1892427,1.0,1.0,0.4549794018475699,0.8557308554117617,4.5497940184757,0.7034924700863294
Cancer Cell,Col4a1,Itgav,Cancer Cell,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.038766173362488,0.01776598683699976,0.9691543340622,0.0647180671524025
Cancer Cell,Col4a1,Itgav,Endothelial Cells,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.133896191348076,0.06136272339214571,1.33896191348076,0.08941303153228809
Cancer Cell,Col4a1,Itgav,Neutrophils,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.1421393246792933,0.06514043435909277,2.1320898701894,0.14237643122898
Endothelial Cells,Col4a1,Itgav,Cancer Cell,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.2299411338939,0.1053787568828445,2.299411338939,0.1535498033844619
Endothelial Cells,Col4a1,Itgav,Endothelial Cells,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.7942037965615498,0.3639723235943906,3.176815186246199,0.2121409679844226
Endothelial Cells,Col4a1,Itgav,Neutrophils,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.8430978518838333,0.3863797749345266,5.058587111303,0.3378016987174449
Cancer Cell,Col4a1,Itgb1,Cancer Cell,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.3396149733569344,0.0823045810468546,8.49037433392336,0.2278815519774966
Cancer Cell,Col4a1,Itgb1,Endothelial Cells,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.2556855685129,0.06196456354138365,2.556855685129,0.06862597793617393
Endothelial Cells,Col4a1,Itgb1,Cancer Cell,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,2.01442250517832,0.4881887235454885,20.1442250517832,0.5406707746492346
Endothelial Cells,Col4a1,Itgb1,Endothelial Cells,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,1.51659615702625,0.3675421318662732,6.066384628104999,0.1628216954370948
Cancer Cell,Col4a1,Itga1,Endothelial Cells,2,0.4,0.32249836,1.6124918,0.1442691445882383,0.2965075299136706,1,0.5,0.644167,1.288334,1.0,1.0,0.20774280106612,0.1442691445882383,2.0774280106612,0.2965075299136706
Endothelial Cells,Col4a1,Itga1,Endothelial Cells,2,1.0,1.9128955,3.825791,0.8557308554117617,0.7034924700863294,1,0.5,0.644167,1.288334,1.0,1.0,1.2322241555485,0.8557308554117617,4.928896622194,0.7034924700863294
Cancer Cell,Mmp13,Lrp1,Cancer Cell,1,0.2,0.3564754,1.782377,1.0,1.0,2,0.4,0.19375896,0.9687948,1.0,1.0,0.069070302769584,1.0,1.7267575692396,1.0
Cancer Cell,Adam9,Itga6,Endothelial Cells,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.5,0.644167,1.288334,1.0,1.0,0.19125001299836,1.0,1.9125001299836,1.0
Cancer Cell,Adam9,Itgav,Cancer Cell,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.2,0.1202058,0.601029,0.1231447437198443,0.2182678705368644,0.035688510607464,0.1231447437198443,0.8922127651866001,0.2182678705368644
Cancer Cell,Adam9,Itgav,Endothelial Cells,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.4253350469865363,0.3015539995167107,0.123266116584228,0.4253350469865363,1.23266116584228,0.3015539995167107
Cancer Cell,Adam9,Itgav,Neutrophils,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.3333333333333333,0.4407443333333333,1.322233,0.4515202092936194,0.4801781299464249,0.1308548241045467,0.4515202092936194,1.9628223615682,0.4801781299464249
Cancer Cell,Adam9,Itgb5,Cancer Cell,3,0.6,0.29689508,1.4844754,1.0,1.0,2,0.4,0.22334192,1.1167096,0.2642656846184621,0.3744697963045343,0.06630911720575361,0.2642656846184621,1.65772793014384,0.3744697963045343
Cancer Cell,Adam9,Itgb5,Neutrophils,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.3333333333333333,0.6217996666666669,1.865399,0.7357343153815379,0.6255302036954657,0.1846092617789734,0.7357343153815379,2.7691389266846,0.6255302036954657
Cancer Cell,Adam9,Itgb1,Cancer Cell,3,0.6,0.29689508,1.4844754,1.0,1.0,5,1.0,1.05307504,5.2653752,0.5704933045923432,0.7685523266267312,0.3126527982468031,0.5704933045923432,7.81631995617008,0.7685523266267312
Cancer Cell,Adam9,Itgb1,Endothelial Cells,3,0.6,0.29689508,1.4844754,1.0,1.0,1,0.5,0.7928275,1.585655,0.4295066954076568,0.2314476733732687,0.2353865840387,0.4295066954076568,2.353865840387,0.2314476733732687
Cancer Cell,Anxa2,Robo4,Endothelial Cells,5,1.0,1.87210214,9.360510699999999,0.3567772819305744,0.5456053603314912,2,1.0,1.28301,2.56602,1.0,1.0,2.4019257666414,0.3567772819305744,24.019257666414,0.5456053603314912
Endothelial Cells,Anxa2,Robo4,Endothelial Cells,2,1.0,2.329783,4.659566,0.4440001581473859,0.2715967395260139,2,1.0,1.28301,2.56602,1.0,1.0,2.98913488683,0.4440001581473859,11.95653954732,0.2715967395260139
Neutrophils,Anxa2,Robo4,Endothelial Cells,1,0.3333333333333333,1.045372,3.136116,0.1992225599220395,0.1827979001424949,2,1.0,1.28301,2.56602,1.0,1.0,1.34122272972,0.1992225599220395,8.047336378319999,0.1827979001424949
Cancer Cell,Anxa2,Tlr2,Neutrophils,5,1.0,1.87210214,9.360510699999999,0.3567772819305744,0.5456053603314912,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,0.8251184096262066,0.3567772819305744,12.3767761443931,0.5456053603314912
Endothelial Cells,Anxa2,Tlr2,Neutrophils,2,1.0,2.329783,4.659566,0.4440001581473859,0.2715967395260139,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,1.026838655146333,0.4440001581473859,6.161031930878,0.2715967395260139
Neutrophils,Anxa2,Tlr2,Neutrophils,1,0.3333333333333333,1.045372,3.136116,0.1992225599220395,0.1827979001424949,1,0.3333333333333333,0.4407443333333333,1.322233,1.0,1.0,0.4607417852253333,0.1992225599220395,4.146676067028,0.1827979001424949
Cancer Cell,Sema3f,Nrp2,Cancer Cell,2,0.4,0.19375896,0.9687948,1.0,1.0,2,0.4,0.5668259768583256,2.834129884291628,0.3821139694781738,0.6072352919652916,0.1098276117770532,0.3821139694781738,2.745690294426331,0.6072352919652916
Cancer Cell,Sema3f,Nrp2,Endothelial Cells,2,0.4,0.19375896,0.9687948,1.0,1.0,1,0.5,0.916569088840005,1.83313817768001,0.6178860305218261,0.3927647080347085,0.177593473421787,0.6178860305218261,1.77593473421787,0.3927647080347085
Cancer Cell,Sema3f,Nrp1,Cancer Cell,2,0.4,0.19375896,0.9687948,1.0,1.0,1,0.2,0.2489452,1.244726,0.1105810393858656,0.2371209729853092,0.04823536304899199,0.1105810393858656,1.2058840762248,0.2371209729853092
Cancer Cell,Sema3f,Nrp1,Endothelial Cells,2,0.4,0.19375896,0.9687948,1.0,1.0,2,1.0,2.0023015,4.004602999999999,0.8894189606141343,0.7628790270146908,0.3879638562464399,0.8894189606141343,3.879638562464399,0.7628790270146908
Cancer Cell,Cdh1,Igf1r,Cancer Cell,4,0.8,0.67700888,3.3850444,1.0,1.0,4,0.8,0.4774245199999999,2.3871226,0.5348643395355066,0.7419205674185612,0.3232206395697376,0.5348643395355066,8.08051598924344,0.7419205674185612
Cancer Cell,Cdh1,Igf1r,Endothelial Cells,4,0.8,0.67700888,3.3850444,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,0.4651356604644934,0.258079432581439,0.281083322534808,0.4651356604644934,2.810833225348079,0.258079432581439
Cancer Cell,Cdh1,Ptprm,Endothelial Cells,4,0.8,0.67700888,3.3850444,1.0,1.0,1,0.5,0.4151840999999999,0.8303681999999999,1.0,1.0,0.281083322534808,1.0,2.810833225348079,1.0
Cancer Cell,Serpine2,Lrp1,Cancer Cell,4,0.8,1.224107223150293,6.120536115751467,0.6631467320519174,0.7664144117293303,2,0.4,0.19375896,0.9687948,1.0,1.0,0.2371817424860888,0.6631467320519174,5.929543562152219,0.7664144117293303
Neutrophils,Serpine2,Lrp1,Cancer Cell,1,0.3333333333333333,0.6217998197188533,1.86539945915656,0.3368532679480825,0.2335855882706697,2,0.4,0.19375896,0.9687948,1.0,1.0,0.1204792863969125,0.3368532679480825,1.807189295953687,0.2335855882706697
Cancer Cell,Sema4d,Erbb2,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,2,0.4,0.2946951,1.4734755,1.0,1.0,0.031149030420018,1.0,0.7787257605004501,1.0
Cancer Cell,Sema4d,Plxnb2,Cancer Cell,1,0.2,0.10569918,0.5284959,1.0,1.0,2,0.4,0.23784854,1.1892427,1.0,1.0,0.0251403956421972,1.0,0.6285098910549299,1.0
